tweet_id,favorites,retweets,user_followers,user_favourites,date_time
877611172832227328,0,81,6972793,134489,2017-06-21 19:36:23
877556246731214848,22717,3856,6972793,134489,2017-06-21 15:58:08
877316821321428993,27335,5223,6972793,134489,2017-06-21 00:06:44
877201837425926144,27119,5648,6972793,134489,2017-06-20 16:29:50
876838120628539392,20647,3389,6972793,134489,2017-06-19 16:24:33
876537666061221889,23432,4647,6972793,134489,2017-06-18 20:30:39
876484053909872640,18751,2426,6972793,134489,2017-06-18 16:57:37
876120275196170240,27903,4727,6972793,134489,2017-06-17 16:52:05
875747767867523072,25193,4336,6972793,134489,2017-06-16 16:11:53
875144289856114688,21908,4970,6972793,134489,2017-06-15 00:13:52
875097192612077568,27421,6091,6972793,134489,2017-06-14 21:06:43
875021211251597312,25482,4760,6973470,134490,2017-06-14 16:04:48
874680097055178752,27849,4693,6972793,134489,2017-06-13 17:29:20
874434818259525634,0,14915,6972793,134489,2017-06-13 01:14:41
874296783580663808,26083,4154,6972793,134489,2017-06-12 16:06:11
874057562936811520,22664,3991,6972793,134489,2017-06-12 00:15:36
874012996292530176,34701,10578,6972793,134489,2017-06-11 21:18:31
873580283840344065,24268,3992,6972793,134489,2017-06-10 16:39:04
873337748698140672,0,1606,6972793,134489,2017-06-10 00:35:19
873213775632977920,7261,1606,6972793,134489,2017-06-09 16:22:42
872967104147763200,27416,5466,6972793,134489,2017-06-09 00:02:31
872820683541237760,14747,3737,6972793,134489,2017-06-08 14:20:41
872668790621863937,0,28,6972793,134489,2017-06-08 04:17:07
872620804844003328,20828,3759,6972793,134489,2017-06-08 01:06:27
872486979161796608,40793,9123,6972793,134489,2017-06-07 16:14:40
872261713294495745,34327,6424,6972793,134489,2017-06-07 01:19:32
872122724285648897,34566,8241,6972793,134489,2017-06-06 16:07:15
871879754684805121,38193,11384,6972793,134489,2017-06-06 00:01:46
871762521631449091,20334,3527,6972793,134489,2017-06-05 16:15:56
871515927908634625,20299,3509,6972793,134489,2017-06-04 23:56:03
871166179821445120,0,5786,6972793,134489,2017-06-04 00:46:17
871102520638267392,21020,5587,6972793,134489,2017-06-03 20:33:19
871032628920680449,22764,3870,6972793,134489,2017-06-03 15:55:36
870804317367881728,33823,6340,6972793,134489,2017-06-03 00:48:22
870726314365509632,120,3,6972793,134489,2017-06-02 19:38:25
870656317836468226,12499,2697,6972794,134489,2017-06-02 15:00:16
870374049280663552,83224,26741,6972794,134489,2017-06-01 20:18:38
870308999962521604,21959,4235,6972794,134489,2017-06-01 16:00:09
870063196459192321,36955,8526,6972794,134489,2017-05-31 23:43:25
869772420881756160,42745,10259,6972794,134489,2017-05-31 04:27:59
869702957897576449,28475,6465,6972794,134489,2017-05-30 23:51:58
869596645499047938,16118,3204,6972794,134489,2017-05-30 16:49:31
869227993411051520,20625,3879,6972794,134489,2017-05-29 16:24:37
868880397819494401,66293,14871,6972794,134489,2017-05-28 17:23:24
868639477480148993,0,2152,6972794,134489,2017-05-28 01:26:04
868622495443632128,27506,5915,6972794,134489,2017-05-28 00:18:35
868552278524837888,10267,2152,6972794,134489,2017-05-27 19:39:34
867900495410671616,24437,4285,6972794,134489,2017-05-26 00:29:37
867774946302451713,34395,7523,6973471,134490,2017-05-25 16:10:44
867421006826221569,16347,2587,6972794,134489,2017-05-24 16:44:18
867072653475098625,0,131,6972794,134489,2017-05-23 17:40:04
867051520902168576,32679,8103,6972794,134489,2017-05-23 16:16:06
866720684873056260,20370,4974,6972794,134489,2017-05-22 18:21:28
866686824827068416,19612,3593,6972794,134489,2017-05-22 16:06:55
866450705531457537,124142,36311,6972794,134489,2017-05-22 00:28:40
866334964761202691,53413,14915,6972794,134489,2017-05-21 16:48:45
866094527597207552,0,8645,6972794,134489,2017-05-21 00:53:21
865718153858494464,26003,5775,6972794,134489,2017-05-19 23:57:46
865359393868664832,26906,5163,6972794,134489,2017-05-19 00:12:11
865006731092295680,28461,7921,6972794,134489,2017-05-18 00:50:50
864873206498414592,32874,9016,6972794,134489,2017-05-17 16:00:15
864279568663928832,14879,3150,6972794,134489,2017-05-16 00:41:21
864197398364647424,30719,9273,6972794,134489,2017-05-15 19:14:50
863907417377173506,20997,4282,6972794,134489,2017-05-15 00:02:33
863553081350529029,15576,4323,6972794,134489,2017-05-14 00:34:33
863471782782697472,0,2563,6972794,134489,2017-05-13 19:11:30
863432100342583297,24260,5463,6972794,134489,2017-05-13 16:33:49
863427515083354112,2305,100,6972794,134489,2017-05-13 16:15:35
863079547188785154,8939,1141,6972794,134489,2017-05-12 17:12:53
863062471531167744,8703,2563,6972794,134489,2017-05-12 16:05:02
862831371563274240,19574,5271,6972794,134489,2017-05-12 00:46:44
862722525377298433,17433,3667,6972794,134489,2017-05-11 17:34:13
862457590147678208,20974,5150,6972794,134489,2017-05-11 00:01:27
862096992088072192,76236,24215,6972794,134489,2017-05-10 00:08:34
861383897657036800,36839,11114,6972794,134489,2017-05-08 00:54:59
861288531465048066,17567,4337,6972794,134489,2017-05-07 18:36:02
861005113778896900,17109,3967,6972794,134489,2017-05-06 23:49:50
860981674716409858,0,2252,6972794,134489,2017-05-06 22:16:42
860924035999428608,0,852,6972794,134489,2017-05-06 18:27:40
860563773140209665,7674,2252,6972794,134489,2017-05-05 18:36:06
860524505164394496,24164,5498,6972794,134489,2017-05-05 16:00:04
860276583193509888,18742,3625,6972794,134489,2017-05-04 23:34:55
860184849394610176,17088,6090,6972794,134489,2017-05-04 17:30:24
860177593139703809,0,32254,6972794,134489,2017-05-04 17:01:34
859924526012018688,20007,4281,6972794,134489,2017-05-04 00:15:58
859851578198683649,15768,3656,6972794,134489,2017-05-03 19:26:06
859607811541651456,19045,1644,6972794,134489,2017-05-03 03:17:27
859196978902773760,92330,31629,6972795,134489,2017-05-02 00:04:57
859074603037188101,34763,14223,6972795,134489,2017-05-01 15:58:40
858860390427611136,0,8504,6972795,134489,2017-05-01 01:47:28
858843525470990336,15950,3632,6972795,134489,2017-05-01 00:40:27
858471635011153920,22090,5069,6972795,134489,2017-04-30 00:02:42
858107933456039936,16157,3048,6972795,134489,2017-04-28 23:57:28
857989990357356544,16559,2706,6972795,134489,2017-04-28 16:08:49
857746408056729600,35220,11127,6972795,134489,2017-04-28 00:00:54
857393404942143489,6095,1715,6973472,134490,2017-04-27 00:38:11
857263160327368704,20583,4744,6972795,134489,2017-04-26 16:00:39
857214891891077121,236,20,6972795,134489,2017-04-26 12:48:51
857062103051644929,0,178,6972795,134489,2017-04-26 02:41:43
857029823797047296,19472,4205,6972795,134489,2017-04-26 00:33:27
856602993587888130,0,11250,6972795,134489,2017-04-24 20:17:23
856543823941562368,16769,3030,6972795,134489,2017-04-24 16:22:16
856526610513747968,12184,1981,6973472,134490,2017-04-24 15:13:52
856330835276025856,0,714,6972795,134489,2017-04-24 02:15:55
856288084350160898,532,17,6972795,134489,2017-04-23 23:26:03
856282028240666624,28528,6656,6972796,134489,2017-04-23 23:01:59
855862651834028034,359,28,6972796,134489,2017-04-22 19:15:32
855860136149123072,5148,1096,6972796,134489,2017-04-22 19:05:32
855857698524602368,12210,2236,6972796,134489,2017-04-22 18:55:51
855851453814013952,46875,18665,6972796,134489,2017-04-22 18:31:02
855818117272018944,27458,5752,6972796,134489,2017-04-22 16:18:34
855459453768019968,30964,8703,6972796,134489,2017-04-21 16:33:22
855245323840757760,0,6328,6972796,134489,2017-04-21 02:22:29
855138241867124737,0,49,6972796,134489,2017-04-20 19:16:59
854732716440526848,23659,6473,6972796,134489,2017-04-19 16:25:34
854482394044301312,30392,7310,6972796,134489,2017-04-18 23:50:52
854365224396361728,19601,4984,6972796,134489,2017-04-18 16:05:17
854120357044912130,33166,7967,6972796,134489,2017-04-17 23:52:16
854010172552949760,16791,3345,6972796,134489,2017-04-17 16:34:26
853760880890318849,29721,6168,6972796,134489,2017-04-17 00:03:50
853639147608842240,36305,10818,6972796,134489,2017-04-16 16:00:07
853299958564483072,16158,3802,6972796,134489,2017-04-15 17:32:18
852936405516943360,0,2163,6972796,134489,2017-04-14 17:27:40
852912242202992640,9425,1966,6972796,134489,2017-04-14 15:51:39
852672615818899456,15558,2297,6972796,134489,2017-04-13 23:59:28
852553447878664193,17082,3758,6972796,134489,2017-04-13 16:05:56
852311364735569921,34597,10587,6972796,134489,2017-04-13 00:03:59
852226086759018497,20885,7301,6972796,134489,2017-04-12 18:25:07
852189679701164033,11953,1690,6972796,134489,2017-04-12 16:00:27
851953902622658560,0,10333,6972796,134489,2017-04-12 00:23:33
851861385021730816,0,23,6972796,134489,2017-04-11 18:15:55
851591660324737024,16930,3710,6972796,134489,2017-04-11 00:24:08
851464819735769094,25379,7589,6972796,134489,2017-04-10 16:00:07
851224888060895234,21633,6148,6972796,134489,2017-04-10 00:06:42
850753642995093505,32511,9987,6972796,134489,2017-04-08 16:54:09
850380195714523136,13672,2801,6972796,134489,2017-04-07 16:10:12
850333567704068097,3580,356,6972796,134489,2017-04-07 13:04:55
850145622816686080,17118,4108,6972796,134489,2017-04-07 00:38:06
850019790995546112,21456,5273,6972796,134489,2017-04-06 16:18:05
849776966551130114,31968,8194,6972796,134489,2017-04-06 00:13:11
849668094696017920,0,5349,6972796,134489,2017-04-05 17:00:34
849412302885593088,16658,3382,6972796,134489,2017-04-05 00:04:08
849336543269576704,12005,2040,6972796,134489,2017-04-04 19:03:06
849051919805034497,44604,9196,6972796,134489,2017-04-04 00:12:06
848690551926992896,26498,4657,6972796,134489,2017-04-03 00:16:10
848324959059550208,26030,4962,6972796,134489,2017-04-02 00:03:26
848213670039564288,8596,808,6972796,134489,2017-04-01 16:41:12
848212111729840128,17196,3332,6972796,134489,2017-04-01 16:35:01
847978865427394560,0,3518,6972796,134489,2017-04-01 01:08:10
847971574464610304,0,464,6972796,134489,2017-04-01 00:39:12
847962785489326080,24734,5532,6972796,134489,2017-04-01 00:04:17
847842811428974592,5778,1456,6972796,134489,2017-03-31 16:07:33
847617282490613760,7385,454,6972796,134489,2017-03-31 01:11:22
847606175596138505,19751,3662,6972796,134489,2017-03-31 00:27:14
847251039262605312,21526,4634,6972796,134489,2017-03-30 00:56:03
847157206088847362,21078,6338,6972796,134489,2017-03-29 18:43:12
847116187444137987,22588,3450,6972796,134489,2017-03-29 16:00:12
846874817362120707,21181,4249,6972796,134489,2017-03-29 00:01:05
846514051647705089,47192,12575,6972796,134489,2017-03-28 00:07:32
846505985330044928,14950,3355,6972796,134489,2017-03-27 23:35:28
846153765933735936,33512,9823,6972796,134489,2017-03-27 00:15:53
846139713627017216,32581,10667,6972796,134489,2017-03-26 23:20:02
846042936437604353,16891,3126,6972796,134489,2017-03-26 16:55:29
845812042753855489,30971,9489,6972796,134489,2017-03-26 01:38:00
845677943972139009,26537,5189,6972796,134489,2017-03-25 16:45:08
845397057150107648,8059,1976,6972796,134489,2017-03-24 22:08:59
845306882940190720,24664,5854,6972796,134489,2017-03-24 16:10:40
845098359547420673,0,8332,6972796,134489,2017-03-24 02:22:04
844979544864018432,14433,2813,6972796,134489,2017-03-23 18:29:57
844973813909606400,16006,3495,6972796,134489,2017-03-23 18:07:10
844704788403113984,41001,11250,6972796,134489,2017-03-23 00:18:10
844580511645339650,17429,3413,6972796,134489,2017-03-22 16:04:20
844223788422217728,14424,2386,6972796,134489,2017-03-21 16:26:50
843981021012017153,15996,3177,6972796,134489,2017-03-21 00:22:10
843856843873095681,22668,5024,6972796,134489,2017-03-20 16:08:44
843604394117681152,17888,2984,6972796,134489,2017-03-19 23:25:35
843235543001513987,22771,6595,6972796,134489,2017-03-18 22:59:54
842846295480000512,16126,3904,6972796,134489,2017-03-17 21:13:10
842765311967449089,7155,1390,6972796,134489,2017-03-17 15:51:22
842535590457499648,19189,3810,6972796,134489,2017-03-17 00:38:32
842163532590374912,25978,6328,6972796,134489,2017-03-16 00:00:07
842115215311396866,14869,3293,6972796,134489,2017-03-15 20:48:07
841833993020538882,0,16807,6972796,134489,2017-03-15 02:10:39
841680585030541313,27206,8451,6972796,134489,2017-03-14 16:01:03
841439858740625411,13422,4012,6972796,134489,2017-03-14 00:04:30
841320156043304961,20968,5921,6972796,134489,2017-03-13 16:08:50
841314665196081154,16873,5138,6972796,134489,2017-03-13 15:47:01
841077006473256960,24345,5786,6972796,134489,2017-03-13 00:02:39
840761248237133825,0,1921,6972796,134489,2017-03-12 03:07:56
840728873075638272,0,17730,6972796,134489,2017-03-12 00:59:17
840698636975636481,192,3,6972796,134489,2017-03-11 22:59:09
840696689258311684,13082,1080,6972796,134489,2017-03-11 22:51:24
840632337062862849,9547,1921,6972796,134489,2017-03-11 18:35:42
840370681858686976,17502,4991,6972796,134489,2017-03-11 01:15:58
840268004936019968,20495,6265,6972796,134489,2017-03-10 18:27:58
839990271299457024,14288,2517,6972796,134489,2017-03-10 00:04:21
839549326359670784,29292,8503,6972796,134489,2017-03-08 18:52:12
839290600511926273,0,155,6972796,134489,2017-03-08 01:44:07
839239871831150596,28963,7178,6972796,134489,2017-03-07 22:22:32
838952994649550848,20891,4363,6972796,134489,2017-03-07 03:22:35
838921590096166913,11901,2274,6972796,134489,2017-03-07 01:17:48
838916489579200512,0,37,6972796,134489,2017-03-07 00:57:32
838831947270979586,0,12146,6972796,134489,2017-03-06 19:21:35
838561493054533637,11612,1455,6972796,134489,2017-03-06 01:26:54
838476387338051585,24100,5284,6972796,134489,2017-03-05 19:48:43
838201503651401729,0,11096,6972796,134489,2017-03-05 01:36:26
838150277551247360,1788,357,6972796,134489,2017-03-04 22:12:52
838085839343206401,147,0,6972796,134489,2017-03-04 17:56:49
838083903487373313,18788,3455,6972796,134489,2017-03-04 17:49:08
837820167694528512,36464,8645,6972796,134489,2017-03-04 00:21:08
837482249356513284,4095,486,6972796,134489,2017-03-03 01:58:22
837471256429613056,13658,2538,6972796,134489,2017-03-03 01:14:41
837366284874571778,22551,5809,6972796,134489,2017-03-02 18:17:34
837110210464448512,17088,2633,6972796,134489,2017-03-02 01:20:01
836989968035819520,13591,2518,6972796,134489,2017-03-01 17:22:13
836753516572119041,20519,5067,6972796,134489,2017-03-01 01:42:39
836677758902222849,13459,2439,6972796,134489,2017-02-28 20:41:37
836648853927522308,0,607,6972796,134489,2017-02-28 18:46:45
836397794269200385,0,30337,6972796,134489,2017-02-28 02:09:08
836380477523124226,15713,3234,6972796,134489,2017-02-28 01:00:19
836260088725786625,22687,4703,6972796,134489,2017-02-27 17:01:56
836001077879255040,20407,4726,6972796,134489,2017-02-26 23:52:43
835685285446955009,0,9006,6972796,134489,2017-02-26 02:57:52
835574547218894849,19011,3987,6972796,134489,2017-02-25 19:37:50
835536468978302976,0,1870,6972796,134489,2017-02-25 17:06:32
835309094223372289,0,23151,6972796,134489,2017-02-25 02:03:02
835297930240217089,17509,3287,6972796,134489,2017-02-25 01:18:40
835264098648616962,8295,1870,6972796,134489,2017-02-24 23:04:14
835246439529840640,2229,80,6972796,134489,2017-02-24 21:54:03
835172783151792128,27920,6321,6972796,134489,2017-02-24 17:01:22
835152434251116546,24012,3332,6972796,134489,2017-02-24 15:40:31
834931633769889797,11585,1816,6972796,134489,2017-02-24 01:03:08
834786237630337024,22564,6007,6972796,134489,2017-02-23 15:25:23
834574053763584002,14666,2793,6972796,134489,2017-02-23 01:22:14
834477809192075265,0,11750,6972796,134489,2017-02-22 18:59:48
834458053273591808,10277,1845,6972796,134489,2017-02-22 17:41:18
834209720923721728,22036,5286,6972796,134489,2017-02-22 01:14:30
834167344700198914,16844,3999,6972796,134489,2017-02-21 22:26:07
834089966724603904,10747,2348,6972796,134489,2017-02-21 17:18:39
834086379323871233,13958,2437,6972796,134489,2017-02-21 17:04:24
833863086058651648,14349,2656,6972796,134489,2017-02-21 02:17:06
833826103416520705,16405,3790,6972796,134489,2017-02-20 23:50:09
833732339549220864,0,241,6972796,134489,2017-02-20 17:37:34
833722901757046785,22110,3529,6972796,134489,2017-02-20 17:00:04
833479644947025920,15922,2281,6972796,134489,2017-02-20 00:53:27
833124694597443584,21626,5349,6972796,134489,2017-02-19 01:23:00
832998151111966721,14251,2447,6972796,134489,2017-02-18 17:00:10
832769181346996225,0,42,6972796,134489,2017-02-18 01:50:19
832757312314028032,18008,3993,6972796,134489,2017-02-18 01:03:09
832682457690300417,12717,3246,6972796,134489,2017-02-17 20:05:43
832645525019123713,3126,574,6972796,134489,2017-02-17 17:38:57
832636094638288896,16990,3086,6972796,134489,2017-02-17 17:01:29
832397543355072512,12808,2464,6972796,134489,2017-02-17 01:13:34
832369877331693569,18381,3517,6972796,134489,2017-02-16 23:23:38
832273440279240704,12110,2579,6972796,134489,2017-02-16 17:00:25
832215909146226688,0,6833,6972796,134489,2017-02-16 13:11:49
832215726631055365,0,10356,6972796,134489,2017-02-16 13:11:05
832088576586297345,72,2,6972796,134489,2017-02-16 04:45:50
832040443403784192,0,10750,6972796,134489,2017-02-16 01:34:34
832032802820481025,19149,5157,6972796,134489,2017-02-16 01:04:13
831939777352105988,25737,6795,6972796,134489,2017-02-15 18:54:34
831926988323639298,365,36,6972796,134489,2017-02-15 18:03:45
831911600680497154,29642,7215,6972796,134489,2017-02-15 17:02:36
831670449226514432,11199,2005,6972796,134489,2017-02-15 01:04:21
831650051525054464,7712,2163,6972796,134489,2017-02-14 23:43:18
831552930092285952,9674,2545,6972796,134489,2017-02-14 17:17:22
831322785565769729,9841,1684,6972796,134489,2017-02-14 02:02:51
831315979191906304,6978,1231,6972796,134489,2017-02-14 01:35:49
831309418084069378,12552,2693,6972796,134489,2017-02-14 01:09:44
831262627380748289,12781,2269,6972796,134489,2017-02-13 22:03:49
830956169170665475,8555,1665,6972796,134489,2017-02-13 01:46:03
830583320585068544,71810,18661,6972796,134489,2017-02-12 01:04:29
830173239259324417,0,6320,6972796,134489,2017-02-10 21:54:58
830097400375152640,10546,3343,6972796,134489,2017-02-10 16:53:37
829878982036299777,0,5561,6972796,134489,2017-02-10 02:25:42
829861396166877184,13152,2175,6972796,134489,2017-02-10 01:15:49
829501995190984704,34082,11750,6972796,134489,2017-02-09 01:27:41
829449946868879360,11242,2252,6972796,134489,2017-02-08 22:00:52
829374341691346946,37219,10333,6972796,134489,2017-02-08 17:00:26
829141528400556032,26349,8218,6972796,134489,2017-02-08 01:35:19
829011960981237760,56926,17995,6972796,134489,2017-02-07 17:00:28
828801551087042563,0,3771,6973473,134490,2017-02-07 03:04:22
828770345708580865,27472,6514,6972796,134489,2017-02-07 01:00:22
828708714936930305,39333,12439,6972796,134489,2017-02-06 20:55:28
828650029636317184,10220,1491,6972796,134489,2017-02-06 17:02:17
828409743546925057,6754,1273,6972796,134489,2017-02-06 01:07:28
828408677031882754,8213,1419,6972796,134489,2017-02-06 01:03:14
828381636999917570,13569,2463,6972796,134489,2017-02-05 23:15:47
828376505180889089,7942,1181,6972796,134489,2017-02-05 22:55:23
828372645993398273,13470,3248,6972796,134489,2017-02-05 22:40:03
828361771580813312,2357,190,6972796,134489,2017-02-05 21:56:51
828046555563323392,12654,3174,6972796,134489,2017-02-05 01:04:17
828011680017821696,11137,2375,6972796,134489,2017-02-04 22:45:42
827933404142436356,21676,5795,6972796,134489,2017-02-04 17:34:40
827653905312006145,16621,3331,6972796,134489,2017-02-03 23:04:02
827600520311402496,7980,1049,6972796,134489,2017-02-03 19:31:54
827324948884643840,17104,3402,6972796,134489,2017-02-03 01:16:53
827199976799354881,11388,2490,6972796,134489,2017-02-02 17:00:17
826958653328592898,23262,5561,6972796,134489,2017-02-02 01:01:21
826848821049180160,39324,11406,6972797,134489,2017-02-01 17:44:55
826615380357632002,0,4373,6972797,134489,2017-02-01 02:17:19
826598799820865537,5510,283,6972797,134489,2017-02-01 01:11:25
826598365270007810,10838,2606,6972797,134489,2017-02-01 01:09:42
826476773533745153,19830,4667,6972797,134489,2017-01-31 17:06:32
826240494070030336,14279,2876,6972797,134489,2017-01-31 01:27:39
826204788643753985,5250,1044,6972797,134489,2017-01-30 23:05:46
826115272272650244,16900,3477,6972797,134489,2017-01-30 17:10:04
825876512159186944,11277,2078,6972797,134489,2017-01-30 01:21:19
825829644528148480,13719,2765,6972797,134489,2017-01-29 22:15:05
825535076884762624,56073,19133,6972797,134489,2017-01-29 02:44:34
825147591692263424,19737,5092,6972797,134489,2017-01-28 01:04:51
825120256414846976,0,1434,6972797,134489,2017-01-27 23:16:13
825026590719483904,6860,1434,6972797,134489,2017-01-27 17:04:02
824796380199809024,0,6105,6972797,134489,2017-01-27 01:49:15
824775126675836928,16157,3929,6972797,134489,2017-01-27 00:24:48
824663926340194305,10863,1933,6972797,134489,2017-01-26 17:02:56
824325613288833024,12706,11559,6972797,134489,2017-01-25 18:38:36
824297048279236611,16215,4298,6972797,134489,2017-01-25 16:45:05
824025158776213504,5153,658,6972797,134489,2017-01-24 22:44:42
823939628516474880,11493,3016,6972797,134489,2017-01-24 17:04:50
823719002937630720,0,12544,6972797,134489,2017-01-24 02:28:08
823699002998870016,13570,2694,6972797,134489,2017-01-24 01:08:40
823581115634085888,14070,2951,6972797,134489,2017-01-23 17:20:14
823333489516937216,754,29,6972797,134489,2017-01-23 00:56:15
823322678127919110,16998,4491,6972797,134489,2017-01-23 00:13:17
823269594223824897,0,10992,6972797,134489,2017-01-22 20:42:21
822975315408461824,18695,3833,6972797,134489,2017-01-22 01:12:59
822872901745569793,143068,48994,6972797,134489,2017-01-21 18:26:02
822859134160621569,14265,2546,6972797,134489,2017-01-21 17:31:20
822647212903690241,0,7140,6972797,134489,2017-01-21 03:29:14
822610361945911296,15954,3301,6972797,134489,2017-01-21 01:02:48
822489057087389700,19604,7140,6972797,134489,2017-01-20 17:00:46
822462944365645825,30913,16470,6972797,134489,2017-01-20 15:17:01
822244816520155136,37890,10992,6972797,134489,2017-01-20 00:50:15
822163064745328640,0,5380,6972797,134489,2017-01-19 19:25:24
821886076407029760,12289,2618,6972797,134489,2017-01-19 01:04:45
821813639212650496,0,3730,6972797,134489,2017-01-18 20:16:54
821765923262631936,9116,1856,6972797,134489,2017-01-18 17:07:18
821522889702862852,8673,1967,6972797,134489,2017-01-18 01:01:34
821421320206483457,0,6240,6972797,134489,2017-01-17 18:17:58
821407182352777218,12747,4869,6972797,134489,2017-01-17 17:21:47
821153421864615936,276,10,6972797,134489,2017-01-17 00:33:26
821149554670182400,9451,2248,6972797,134489,2017-01-17 00:18:04
821107785811234820,10395,2378,6972797,134489,2017-01-16 21:32:06
821044531881721856,13672,2553,6972797,134489,2017-01-16 17:20:45
820837357901512704,0,7479,6972797,134489,2017-01-16 03:37:31
820749716845686786,34188,11096,6972797,134489,2017-01-15 21:49:15
820690176645140481,13213,3599,6972797,134489,2017-01-15 17:52:40
